cod_departamento,departamento,anio,biologico,cobertura_vacunacion,estado_indicador,rango_bajo_inicio,rango_bajo_fin,rango_medio_inicio,rango_medio_fin,rango_adecuado_inicio,rango_adecuado_fin,cobertura_original,cobertura_porcentaje,nivel_cobertura
50,Meta,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.891,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.891,89.1,Media
52,Nariño,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8487,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8487,84.87,Media
54,Norte de Santander,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9057,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9057,90.57,Adecuada
63,Quindio,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8355,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8355,83.55,Media
66,Risaralda,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9054,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9054,90.53999999999999,Adecuada
68,Santander,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8425,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8425,84.25,Media
70,Sucre,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9163,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9163,91.63,Adecuada
73,Tolima,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8744,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8744,87.44,Media
76,Valle del Cauca,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9435,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9435,94.35,Adecuada
81,Arauca,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9376,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9376,93.76,Adecuada
85,Casanare,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9463,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9463,94.63000000000001,Adecuada
86,Putumayo,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9937,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9937,99.37,Alta
88,Archipiélago de San Andrés Providencia y Santa Catalina,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8639,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8639,86.39,Media
91,Amazonas,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7711,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7711,77.11,Baja
94,Guainía,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9519,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9519,95.19,Alta
95,Guaviare,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9679,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9679,96.78999999999999,Alta
97,Vaupés,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,1.0429,IndicatorState3,0,49.99,80,89.99,90,94.99,1.0429,104.28999999999999,Alta
99,Vichada,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9918,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9918,99.18,Alta
5,Antioquia,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8388,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8388,83.88,Media
8,Atlántico,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8947,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8947,89.47,Media
11,Bogotá D.C.,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8282,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8282,82.82000000000001,Media
13,Bolívar,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8018,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8018,80.17999999999999,Media
15,Boyacá,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9432,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9432,94.32000000000001,Adecuada
17,Caldas,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8935,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8935,89.35,Media
18,Caquetá,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.827,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.827,82.69999999999999,Media
19,Cauca,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,1.0215,IndicatorState3,0,49.99,80,89.99,90,94.99,1.0215,102.15,Alta
20,Cesar,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7929,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7929,79.29,Baja
23,Córdoba,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8973,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8973,89.73,Media
25,Cundinamarca,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8693,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8693,86.92999999999999,Media
27,Chocó,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7084,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7084,70.84,Baja
41,Huila,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8847,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8847,88.47,Media
44,La Guajira,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7327,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7327,73.27,Baja
47,Magdalena,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8303,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8303,83.03,Media
50,Meta,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7886,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7886,78.86,Baja
52,Nariño,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8392,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8392,83.91999999999999,Media
54,Norte de Santander,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.791,IndicatorState1,0,49.99,80,89.99,90,94.99,0.791,79.10000000000001,Baja
63,Quindio,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8385,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8385,83.85000000000001,Media
66,Risaralda,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8107,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8107,81.07,Media
68,Santander,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7839,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7839,78.39,Baja
70,Sucre,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8606,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8606,86.06,Media
73,Tolima,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8148,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8148,81.47999999999999,Media
76,Valle del Cauca,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9024,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9024,90.24,Adecuada
81,Arauca,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8788,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8788,87.88,Media
85,Casanare,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8915,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8915,89.14999999999999,Media
86,Putumayo,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9422,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9422,94.22,Adecuada
88,Archipiélago de San Andrés Providencia y Santa Catalina,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7407,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7407,74.07000000000001,Baja
91,Amazonas,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7298,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7298,72.98,Baja
94,Guainía,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.6621,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6621,66.21000000000001,Baja
95,Guaviare,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9422,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9422,94.22,Adecuada
97,Vaupés,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.6316,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6316,63.160000000000004,Baja
99,Vichada,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.6011,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6011,60.11,Baja
